Alloy ID,Alloy,Al,Co,Cr,Fe,Ni,Cu,Mn,Ti,V,Nb,Mo,Zr,Hf,Ta,W,C,Mg,Zn,Si,Re,N,Sc,Li,Sn,Be,Num_of_Elem,dHmix,dSmix,dGmix,Tm,Atom.Size.Diff,Elect.Diff,VEC,Sythesis_Route,Microstructure_,Microstructure,Phases,References
Alloy 0290,CoCrNi,0,0.333333333,0.333333333,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-4.89,9.13,499.23715,1892,1.12,0.11,8.33,AC,FCC,FCC,FCC_SS,10.1016/j.matchemphys.2019.121841
Alloy 0291,NbTiVZr,0,0,0,0,0,0,0,0.25,0.25,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-0.25,11.53,588.437985,2250.5,6.03,0.12,4.5,AC,BCC,BCC,BCC_SS,10.1179/1743284715Y.0000000032
Alloy 0292,AlNbTiVZr,0.2,0,0,0,0,0,0,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-17.44,13.38,515.8708658,1987.09,5.53,0.11,4.2,AC,BCC,BCC,BCC_SS,10.1016/j.msea.2017.08.019
Alloy 0293,AlNbTiVZr0.1,0.243902439,0,0,0,0,0,0,0.243902439,0.243902439,0.243902439,0,0.024390244,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-16.75193337,12.198543,426.6962822,1636.160469,4.420373774,0.052617394,4.243902439,AC,BCC + Im,BCC + Im,Im,10.1016/j.msea.2017.08.019
Alloy 0294,AlNbTiVZr0.25,0.235294118,0,0,0,0,0,0,0.235294118,0.235294118,0.235294118,0,0.058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-17.38408304,12.70837022,428.692442,1647.036543,4.966561777,0.070332871,4.235294118,AC,BCC + Im,BCC + Im,Im,10.1016/j.msea.2017.08.019
Alloy 0295,AlNbTiVZr0.5,0.222222222,0,0,0,0,0,0,0.222222222,0.222222222,0.222222222,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-18.17283951,13.14594406,432.0973738,1662.916305,5.607337231,0.089083121,4.222222222,AC,BCC + Im,BCC + Im,Im,10.1016/j.msea.2017.08.019
Alloy 0296,AlNbTiVZr,0.2,0,0,0,0,0,0,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-17.44,13.38,515.8708658,1987.09,5.53,0.11,4.2,AC,BCC + Im,BCC + Im,Im,10.1016/j.msea.2017.08.019
Alloy 0297,AlNbTiVZr1.5,0.181818182,0,0,0,0,0,0,0.181818182,0.181818182,0.181818182,0,0.272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-19.30578512,13.2546386,443.5350562,1707.650753,6.72027796,0.121437669,4.181818182,AC,BCC + Im,BCC + Im,Im,10.1016/j.msea.2017.08.019
Alloy 0298,CoCrFeMnNi,0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-4.16,13.38,467.623384,1801.2,0.92,0.14,8,AC,FCC,FCC,FCC_SS,10.1016/j.actamat.2013.06.018
Alloy 0299,CoCrFeNi,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3.75,11.53,489.4027225,1871.75,1.03,0.1,8.25,AC,FCC,FCC,FCC_SS,10.1016/j.msea.2017.02.043
Alloy 0300,CoCrFeMnNi,0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-4.16,13.38,467.623384,1801.2,0.92,0.14,8,AC,FCC,FCC,FCC_SS,10.1016/j.msea.2017.02.043
Alloy 0301,CoCrFeMnNi,0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-4.16,13.38,467.623384,1801.2,0.92,0.14,8,AC,FCC,FCC,FCC_SS,10.1016/j.actamat.2016.07.038
Alloy 0302,CoCrFeNi,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3.75,11.53,489.4027225,1871.75,1.03,0.1,8.25,AC,FCC,FCC,FCC_SS,10.1016/j.jallcom.2013.12.210
Alloy 0303,CoCrFeNi,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3.75,11.53,489.4027225,1871.75,1.03,0.1,8.25,AC,FCC,FCC,FCC_SS,10.1016/j.jallcom.2013.12.210
Alloy 0304,CoCrFeNiMn,0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-4.16,13.38161053,386.5578337,1488.962298,3.269463577,0.138361844,8,AC,FCC,FCC,FCC_SS,10.1016/j.jallcom.2013.12.210
Alloy 0305,CoCrFeNiMn,0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-4.16,13.38161053,386.5578337,1488.962298,3.269463577,0.138361844,8,AC,FCC,FCC,FCC_SS,10.1016/j.jallcom.2013.12.210
Alloy 0306,HfNbTaTiZr,0,0,0,0,0,0,0,0.2,0,0.2,0,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,5,2.72,13.38,655.02398,2523,4.01,0.12,4.4,AC,BCC,BCC,BCC_SS,10.1016/j.msea.2018.11.054
Alloy 0307,HfNbTiZr,0,0,0,0,0,0,0,0.25,0,0.25,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,4,2.5,11.53,609.5544375,2331.25,4.12,0.13,4.25,AC,BCC,BCC,BCC_SS,10.1016/j.msea.2018.11.054
Alloy 0308,HfNbTiZr,0,0,0,0,0,0,0,0.25,0,0.25,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,4,2.5,11.53,609.5544375,2331.25,4.12,0.13,4.25,AC,BCC,BCC,BCC_SS,10.1016/j.msea.2018.11.054
Alloy 0309,Ti35Zr27.5Hf27.5Nb5Ta5,0,0,0,0,0,0,0,0.35,0,0.05,0,0.275,0.275,0.05,0,0,0,0,0,0,0,0,0,0,0,5,-10.245,11.44944891,532.6473123,2036.537698,4.495453867,0.114716771,4.1,AC,BCC,BCC,BCC_SS,0.98
Alloy 0310,Ta0.6ZrHfTi,0,0,0,0,0,0,0,0.277777778,0,0,0,0.277777778,0.277777778,0.166666667,0,0,0,0,0,0,0,0,0,0,0,4,1.790123457,11.35814929,575.4103625,2199.222222,4.752695773,0.105240759,4.277777778,AC,BCC,BCC,BCC_SS,10.1016/j.msea.2018.11.054
Alloy 0311,Ta0.5ZrHfTi,0,0,0,0,0,0,0,0.285714286,0,0,0,0.285714286,0.285714286,0.142857143,0,0,0,0,0,0,0,0,0,0,0,4,1.795918367,11.23935679,578.2684512,2209.142857,4.708270791,0.105424313,4.285714286,AC,BCC,BCC,BCC_SS,10.1016/j.msea.2018.11.054
Alloy 0312,Ta0.4ZrHfTi,0,0,0,0,0,0,0,0.294117647,0,0,0,0.294117647,0.294117647,0.117647059,0,0,0,0,0,0,0,0,0,0,0,4,1.799307958,11.07132439,581.3910137,2219.647059,4.652904584,0.105538658,4.294117647,AC,BCC,BCC,BCC_SS,10.1016/j.msea.2018.11.054
Alloy 0313,Ti40Zr25Nb25Ta10,0,0,0,0,0,0,0,0.4,0,0.25,0,0.25,0,0.1,0,0,0,0,0,0,0,0,0,0,0,4,2.26,10.72500744,535.9874348,2043.6,4.65247045,0.101797593,4.35,AC,BCC,BCC,BCC_SS,10.1016/j.msea.2018.11.054
Alloy 0314,Ti45Zr25Nb25Ta5,0,0,0,0,0,0,0,0.45,0,0.25,0,0.25,0,0.05,0,0,0,0,0,0,0,0,0,0,0,4,2.14,9.996163975,519.9081231,1976.8,4.583851177,0.10219956,4.3,AC,BCC,BCC,BCC_SS,10.1016/j.msea.2018.11.054
Alloy 0315,Ti35Zr25Nb25Ta15,0,0,0,0,0,0,0,0.35,0,0.25,0,0.25,0,0.15,0,0,0,0,0,0,0,0,0,0,0,4,2.36,11.18422299,552.5383758,2110.4,4.717914152,0.101354576,4.4,AC,BCC,BCC,BCC_SS,10.1016/j.msea.2018.11.054
Alloy 0316,Ti30Zr25Nb25Ta20,0,0,0,0,0,0,0,0.3,0,0.25,0,0.25,0,0.2,0,0,0,0,0,0,0,0,0,0,0,4,2.44,11.44258394,569.4652462,2177.2,4.780298313,0.100869966,4.45,AC,BCC,BCC,BCC_SS,10.1016/j.msea.2018.11.054
Alloy 0317,Ti25Zr25Nb25Ta25,0,0,0,0,0,0,0,0.25,0,0.25,0,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0,4,2.5,11.52629192,586.7495009,2244,4.839726937,0.100343161,4.5,AC,BCC,BCC,BCC_SS,10.1016/j.msea.2018.11.054
Alloy 0318,MoNbTaTiV,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,5,-2.56,13.38,678.12488,2612,3.34,0.24,5,PM,BCC,BCC,BCC_SS,0.1016/j.jmst.2019.07.013
Alloy 0319,MoNbTaTiV,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,5,-2.56,13.38,678.12488,2612,3.34,0.24,5,PM,BCC,BCC,BCC_SS,0.1016/j.jmst.2019.07.013
Alloy 0320,MoNbTaTiV,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,5,-2.56,13.38,678.12488,2612,3.34,0.24,5,PM,BCC + Im,BCC + Im,Im,0.1016/j.jmst.2019.07.013
Alloy 0321,AlCoCrFeNi,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-12.32,13.38,437.2111258,1684.09,5.25,0.12,7.2,AC,BCC,BCC,BCC_SS,10.1016/j.matdes.2013.12.048
Alloy 0322,AlCoCrFeNiV0.2,0.192307692,0.192307692,0.192307692,0.192307692,0.192307692,0,0,0,0.038461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-13.07692308,14.22238699,356.8175518,1378.908417,5.680701531,0.121601736,7.115384615,AC,BCC,BCC,BCC_SS,10.1016/j.matdes.2013.12.048
Alloy 0323,AlCoCrFeNiV0.5,0.181818182,0.181818182,0.181818182,0.181818182,0.181818182,0,0,0,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-13.95041322,14.69798576,361.537126,1399.722249,5.543349113,0.122575664,7,AC,BCC,BCC,BCC_SS,10.1016/j.matdes.2013.12.048
Alloy 0324,AlCoCrFeNiV0.8,0.172413793,0.172413793,0.172413793,0.172413793,0.172413793,0,0,0,0.137931034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-14.57788347,14.87154905,366.2457299,1418.907162,5.415173375,0.123026635,6.896551724,AC,BCC,BCC,BCC_SS,10.1016/j.matdes.2013.12.048
Alloy 0325,AlCoCrFeNiV1.0,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-14.88888889,14.8975162,369.2998715,1430.884178,5.334355642,0.123107902,6.833333333,AC,BCC,BCC,BCC_SS,10.1016/j.matdes.2013.12.048
Alloy 0326,Al2CoCrFeNi,0.047619048,0.238095238,0.238095238,0.238095238,0.238095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-15.44444444,12.97646755,321.5421933,1236.648217,6.6780149,0.126622799,6.5,AC,BCC + Im,BCC + Im,Im,10.1016/j.jallcom.2019.07.100
Alloy 0327,Al1.8CoCrFeNiTi0.2,0.3,0.166666667,0.166666667,0.166666667,0.166666667,0,0,0.033333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-17.2,13.8774309,328.7213675,1268.660498,6.792446097,0.129786577,6.533333333,AC,BCC + Im,BCC + Im,Im,10.1016/j.jallcom.2019.07.100
Alloy 0328,Al1.5CoCrFeNiTi0.5,0.25,0.166666667,0.166666667,0.166666667,0.166666667,0,0,0.083333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-19.33333333,14.53497229,340.6359879,1317.993867,6.95835874,0.134316686,6.583333333,AC,BCC1 + BCC2 + Im,BCC + Im,Im,10.1016/j.jallcom.2019.07.100
Alloy 0329,Al1.2CoCrFeNiTi0.8,0.2,0.166666667,0.166666667,0.166666667,0.166666667,0,0,0.133333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-20.86666667,14.84171088,353.391497,1368.975464,7.117831292,0.138610566,6.633333333,AC,BCC1+BCC2,BCC,BCC_SS,10.1016/j.jallcom.2019.07.100
Alloy 0330,AlCoCrFeNiTi,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-21.56,14.9,445.693911,1726.91,6.58,0.14,6.67,AC,BCC1 + BCC2 + Laves,BCC + Im,Im,10.1016/j.jallcom.2019.07.100
Alloy 0331,Al0.8CoCrFeNiTi1.2,0.133333333,0.166666667,0.166666667,0.166666667,0.166666667,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-21.97777778,14.84171088,371.6384062,1439.660858,7.321195919,0.14400463,6.7,AC,BCC1 + BCC2 + Laves,BCC + Im,Im,10.1016/j.jallcom.2019.07.100
Alloy 0332,HfNbTiZr,0,0,0,0,0,0,0,0.25,0,0.25,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,4,2.5,11.53,609.5544375,2331.25,4.12,0.13,4.25,AC,BCC,BCC,BCC_SS,10.1016/j.mtcomm.2018.06.004
Alloy 0333,Al0.5HfNbTiZr,0.111111111,0,0,0,0,0,0,0.222222222,0,0.222222222,0,0.222222222,0.222222222,0,0,0,0,0,0,0,0,0,0,0,0,5,-10.96296296,13.14594406,502.6094733,1934.241259,4.957906842,0.1331202,4.111111111,AC,BCC,BCC,BCC_SS,10.1016/j.mtcomm.2018.06.004
Alloy 0334,Al0.75HfNbTiZr,0.157894737,0,0,0,0,0,0,0.210526316,0,0.210526316,0,0.210526316,0.210526316,0,0,0,0,0,0,0,0,0,0,0,0,5,-15.64542936,13.33280622,487.503048,1877.475111,4.969833989,0.133767069,4.052631579,AC,BCC,BCC,BCC_SS,10.1016/j.mtcomm.2018.06.004
Alloy 0335,AlHfNbTiZr,0.2,0,0,0,0,0,0,0.2,0,0.2,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,5,-19.36,13.38161053,473.9272514,1825.551003,4.968270135,0.133955216,4,AC,BCC + BCC,BCC,BCC_SS,10.1016/j.mtcomm.2018.06.004
Alloy 0336,Al1.25HfNbTiZr,0.238095238,0,0,0,0,0,0,0.19047619,0,0.19047619,0,0.19047619,0.19047619,0,0,0,0,0,0,0,0,0,0,0,0,5,-22.31292517,13.34553197,461.6108101,1777.874752,4.95666278,0.133805287,3.952380952,AC,BCC + BCC,BCC,BCC_SS,10.1016/j.mtcomm.2018.06.004
Alloy 0337,Al1.5HfNbTiZr,0.272727273,0,0,0,0,0,0,0.181818182,0,0.181818182,0,0.181818182,0.181818182,0,0,0,0,0,0,0,0,0,0,0,0,5,-24.66115702,13.2546386,450.3596584,1733.945573,4.937539432,0.133404251,3.909090909,AC,BCC + BCC,BCC,BCC_SS,10.1016/j.mtcomm.2018.06.004
Alloy 0338,Al0.5Cr0.9FeNi2.5V0.2,0.098039216,0,0.176470588,0.196078431,0.490196078,0,0,0,0.039215686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-10.99730873,11.05609168,379.6347552,1449.33988,4.444703117,0.118924761,8.019607843,PM,FCC + Im,FCC + Im,Im,10.1016/j.jallcom.2019.152196
Alloy 0339,Al0.5Cr0.9FeNi2.5V0.2,0.098039216,0,0.176470588,0.196078431,0.490196078,0,0,0,0.039215686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-10.99730873,11.05609168,379.6347552,1449.33988,4.444703117,0.118924761,8.019607843,AC,FCC,FCC,FCC_SS,10.1016/j.jallcom.2019.152196
Alloy 0340,Al0.5Cr0.9FeNi2.5V0.2,0.098039216,0,0.176470588,0.196078431,0.490196078,0,0,0,0.039215686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-10.99730873,11.05609168,379.6347552,1449.33988,4.444703117,0.118924761,8.019607843,AC,FCC + Im,FCC + Im,Im,10.1016/j.jallcom.2019.152196
Alloy 0341,Fe22Co20Ni19Cr20Mn12Al7,0.07,0.2,0.2,0.22,0.19,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-7.5184,14.40897963,374.8877458,1449.76134,4.345955752,0.130196621,7.71,AC,BCC + FCC + Im,FCC + BCC + Im,Im,10.1016/j.msea.2019.138555
Alloy 0345,Fe40Mn40Co10Cr10,0,0.1,0.1,0.4,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-0.96,9.923722948,380.7230282,1447.2,4.045008413,0.138289551,7.5,AC,FCC,FCC,FCC_SS,10.1016/j.actamat.2015.04.014
Alloy 0346,FeMnNiCoCr,0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-4.16,13.38161053,386.5578337,1488.962298,3.269463577,0.138361844,8,AC,FCC,FCC,FCC_SS,10.1016/j.actamat.2013.06.018
Alloy 0347,FeMnNiCoCr,0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-4.16,13.38161053,386.5578337,1488.962298,3.269463577,0.138361844,8,AC,FCC,FCC,FCC_SS,10.1016/j.actamat.2013.06.018
Alloy 0351,CoCrFeMnNi,0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-4.16,13.38,467.623384,1801.2,0.92,0.14,8,AC,FCC,FCC,FCC_SS,10.1016/j.actamat.2017.07.023
Alloy 0352,Al5Nb24Ti40V5Zr26,0.000526039,0,0,0,0,0,0,0.420831142,0.052603893,0.252498685,0,0.273540242,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-6.8576,11.29799536,491.5373168,1878.25911,5.289095698,0.109284766,4.24,AC,BCC,BCC,BCC_SS,10.1016/j.intermet.2019.106652
Alloy 0353,Al5Nb24Ti40V5Zr26,0.000526039,0,0,0,0,0,0,0.420831142,0.052603893,0.252498685,0,0.273540242,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-6.8576,11.29799536,491.5373168,1878.25911,5.289095698,0.109284766,4.24,AC,BCC  + Im,BCC + Im,Im,10.1016/j.intermet.2019.106652
Alloy 0354,Fe50Mn30Co10Cr10,0,0.1,0.1,0.5,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-0.92,9.713640154,388.6624044,1476.2,3.833181374,0.132075736,7.6,AC,FCC + Im,FCC + Im,Im,10.1038/nature17981
Alloy 0355,Fe37Mn45Co9Cr9,0,0.09,0.09,0.37,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-0.882,9.650030892,376.5579718,1429.88,4.092070055,0.1392543,7.46,AC,FCC,FCC,FCC_SS,10.1038/nature17981
Alloy 0356,Fe50Mn30Co10Cr10,0,0.1,0.1,0.5,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-0.92,9.713640154,388.6624044,1476.2,3.833181374,0.132075736,7.6,PM,FCC,FCC,FCC_SS,10.1007/s00339-017-1151-7
Alloy 0357,CoFeNi2V0.5Mo0.2,0,0.212765957,0,0.212765957,0.425531915,0,0,0,0.106382979,0,0.042553191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-6.826618379,11.59727816,407.9007294,1560.456422,2.462154283,0.103645634,8.659574468,AC,FCC,FCC,FCC_SS,10.1016/j.scriptamat.2019.02.038
Alloy 0359,Al10Co25Cr8Fe15Ni36Ti6,0.1,0.25,0.08,0.15,0.36,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-13.9748,13.30361728,369.6710207,1423.527704,5.655462385,0.122434105,8.07,AC,FCC + Im,FCC + Im,Im,10.3390/e21020169
Alloy 0360,Al10Co25Cr8Fe15Ni36Ti6,0.1,0.25,0.08,0.15,0.36,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-13.9748,13.30361728,369.6710207,1423.527704,5.655462385,0.122434105,8.07,AC,FCC + Im,FCC + Im,Im,10.3390/e21020169
Alloy 0361,CoCrFeNiTi0.2,0,0.238095238,0.238095238,0.238095238,0.238095238,0,0,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-7.346938776,12.56917544,408.1727091,1567.326205,3.658435996,0.111625792,8.047619048,AC,FCC,FCC,FCC_SS,10.3390/e21040389
Alloy 0362,Al0.3CoCrCu0.3FeNi,0.065217391,0.217391304,0.217391304,0.217391304,0.217391304,0.065217391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-4.383742911,13.99403985,375.9031663,1451.347104,3.647211565,0.106545916,8.086956522,AC,FCC,FCC,FCC_SS,10.3390/e20120967
Alloy 0363,Al0.3CoCrCu0.3FeNi,0.065217391,0.217391304,0.217391304,0.217391304,0.217391304,0.065217391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-4.383742911,13.99403985,375.9031663,1451.347104,3.647211565,0.106545916,8.086956522,AC,FCC,FCC,FCC_SS,10.3390/e20120967
Alloy 0364,CrCoFeNiMn,0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-4.16,13.38,467.623384,1801.2,0.92,0.14,8,AC,FCC,FCC,FCC_SS,10.1016/j.ijplas.2019.07.017
Alloy 0365,CrCoFeNiMn,0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-4.16,13.38,467.623384,1801.2,0.92,0.14,8,AC,FCC,FCC,FCC_SS,10.1016/j.ijplas.2019.07.017
Alloy 0366,CrCoFeNiMn,0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-4.16,13.38,467.623384,1801.2,0.92,0.14,8,AC,FCC,FCC,FCC_SS,10.1016/j.ijplas.2019.07.017
Alloy 0367,CrCoFeNiMn,0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-4.16,13.38,467.623384,1801.2,0.92,0.14,8,AC,FCC,FCC,FCC_SS,10.1016/j.ijplas.2019.07.017
Alloy 0368,TiZrHfCr0.2Mo,0,0,0.047619048,0,0,0,0,0.238095238,0,0,0.238095238,0.238095238,0.238095238,0,0,0,0,0,0,0,0,0,0,0,0,5,-4.444444444,12.56917544,542.8538517,2084.462533,7.254736767,0.338068409,4.571428571,AC,BCC,BCC,BCC_SS,10.1016/j.msec.2019.110322
Alloy 0369,Cr26Mn20Fe20Co20Ni14,0,0.2,0.26,0.2,0.14,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-3.7232,13.22962036,391.7481361,1508.06978,3.262141651,0.135458481,7.76,AC,FCC,FCC,FCC_SS,10.1016/j.mtla.2019.100485
Alloy 0370,Ti1.89CrNbV0.56,0,0,0.224719101,0,0,0,0,0.424719101,0.125842697,0.224719101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-4.089746244,10.77141625,502.1076667,1914.786517,6.319443553,0.048822023,4.8,AC,BCC,BCC,BCC_SS,10.1016/j.matchar.2019.109980
Alloy 0371,Ti1.89CrNbV0.56,0,0,0.224719101,0,0,0,0,0.424719101,0.125842697,0.224719101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-4.089746244,10.77141625,502.1076667,1914.786517,6.319443553,0.048822023,4.8,AC,BCC + Im,BCC + Im,Im,10.1016/j.matchar.2019.109980
Alloy 0372,HfNbTaTiZr,0,0,0,0,0,0,0,0.2,0,0.2,0,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,5,2.72,13.38,655.02398,2523,4.01,0.12,4.4,AC,BCC,BCC,BCC_SS,10.1016/j.matlet.2019.07.027
Alloy 0373,HfNbTaTiZrW,0,0,0,0,0,0,0,0.166666667,0,0.166666667,0,0.166666667,0.166666667,0.166666667,0.166666667,0,0,0,0,0,0,0,0,0,0,6,-3.222222222,14.8975162,639.1645544,2476.410793,5.720897965,0.354483192,4.666666667,AC,BCC1 + BCC2,BCC,BCC_SS,10.1016/j.jallcom.2019.06.138
Alloy 0374,HfNbTaTiZrMoW,0,0,0,0,0,0,0,0.142857143,0,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0,0,0,0,0,0,0,0,0,0,7,-2.93877551,16.17919618,596.7681774,2323.686817,6.024071519,0.38134563,4.857142857,AC,BCC1 + BCC2,BCC,BCC_SS,10.1016/j.jallcom.2019.06.138
Alloy 0377,Al0.5CoCrFeNi,0.111111111,0.222222222,0.222222222,0.222222222,0.222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-9.09 ,13.15 ,459.275785,1767.50 ,4.22 ,0.11 ,7.67 ,AC,FCC + BCC,FCC + BCC,FCC_PLUS_BCC,10.1007/s12598-016-0860-y
Alloy 0378,Al0.5CoCrFeNi,0.111111111,0.222222222,0.222222222,0.222222222,0.222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-9.09 ,13.15 ,459.275785,1767.50 ,4.22 ,0.11 ,7.67 ,AC,FCC + BCC,FCC + BCC,FCC_PLUS_BCC,10.1007/s12598-016-0860-y
Alloy 0379,Al0.5CoCrFeNi,0.111111111,0.222222222,0.222222222,0.222222222,0.222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-9.09 ,13.15 ,459.275785,1767.50 ,4.22 ,0.11 ,7.67 ,AC,FCC + BCC,FCC + BCC,FCC_PLUS_BCC,10.1007/s12598-016-0860-y
Alloy 0380,Al0.5CoCrFeNi,0.111111111,0.222222222,0.222222222,0.222222222,0.222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-9.09 ,13.15 ,459.275785,1767.50 ,4.22 ,0.11 ,7.67 ,AC,FCC + BCC,FCC + BCC,FCC_PLUS_BCC,10.1007/s12598-016-0860-y
Alloy 0381,Ni46Co22Al12Cr8Fe8Ti3Mo1,0.12,0.22,0.08,0.08,0.46,0,0,0.03,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-13.03169786,12.47259103,442.1775343,1697.29,5.45784,0.11814667,8.24,PM,FCC + Im,FCC + Im,Im,10.1016/j.matchemphys.2019.121749
Alloy 0382,Ni45(FeCoCr)40(AlTi)15,0.075,0.133333333,0.133333333,0.133333333,0.45,0,0,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-14.63666667,12.91925854,378.8816252,1456.840901,5.631744257,0.12911663,8.091666667,AC,FCC + Im,FCC + Im,Im,10.1016/j.scriptamat.2017.12.001
